trip1, sequence1, lat, long, trip2, sequence2, lat2,long2
139,3573,19.4829127781,-99.1066862244,462,11629,19.4829660114,-99.1066862244
69,1856,19.3555699969,-99.0848030633,540,13719,19.3556084423,-99.0848030633
472,11928,19.3036047856,-99.1453572648,144,3688,19.3035854117,-99.1453572648
421,10681,19.4508696846,-99.0792698209,46,1234,19.4508633297,-99.0792698209
27,720,19.2998335964,-99.146480812,326,8446,19.2998524318,-99.146480812
221,5670,19.2845487791,-99.1415866664,84,2239,19.2845089676,-99.1415866664
145,9483,19.390058545,-99.043657175,305,16579,19.3900295747,-99.043657175
61,5947,19.31239969,-99.1241494737,235,14448,19.3124815882,-99.1241494737
535,13547,19.5034512847,-99.1143884642,552,14039,19.5034690686,-99.1143884642
37,941,19.3695843802,-99.122084339,83,2215,19.3695839015,-99.122084339
332,14353,19.4175242361,-99.0722576406,259,6732,19.4175263405,-99.0722576406
419,10639,19.317706592,-99.237241542,263,6916,19.3177450437,-99.237241542
284,7392,19.4194584936,-99.0951181264,25,701,19.4194924563,-99.0951181264
307,7935,19.3030483782,-99.1860011931,162,4223,19.3030491363,-99.1860011931
85,5396,19.3259277413,-99.1681393837,15,464,19.3259388357,-99.1681393837
327,11607,19.4238614775,-99.1741791911,45,1203,19.4238484943,-99.1741791911
383,9700,19.3882073,-98.9784566,565,14439,19.3881899432,-98.9784566
402,10136,19.2999692114,-99.1110423306,159,4094,19.2999858474,-99.1110423306
78,13304,19.3949070586,-99.073224608,611,15654,19.3949712501,-99.073224608
150,3868,19.3565454397,-99.1095085701,22,631,19.3566190612,-99.1095085701
335,8647,19.341337007,-99.139273587,155,4019,19.3413393907,-99.139273587
537,13622,19.4854288159,-99.0487228623,248,6407,19.4854704184,-99.0487228623
266,6960,19.3244362864,-99.1731051212,124,3156,19.324399377,-99.1731051212
124,3157,19.3244780439,-99.1731132256,266,6961,19.3244438833,-99.1731132256
105,2756,19.2991916046,-99.1503437565,558,14239,19.2991686132,-99.1503437565
431,10935,19.3187944075,-99.0763444703,216,5449,19.3187947318,-99.0763444703
78,13322,19.3567517327,-99.0867217926,5,2499,19.3567559694,-99.0867217926
97,2546,19.3092488833,-99.2286707809,35,896,19.3091726154,-99.2286707809
155,4010,19.3437757636,-99.157358714,315,8190,19.343770268,-99.157358714
499,12569,19.3758451649,-99.1899604578,117,3038,19.3758392088,-99.1899604578
97,2541,19.305410715,-99.2342602769,162,4237,19.3053559552,-99.2342602769
369,9374,19.2977699036,-99.1382269662,9,277,19.2977766519,-99.1382269662
305,7907,19.4245279056,-99.1416325118,189,4823,19.4245207641,-99.1416325118
178,4615,19.4658482018,-99.0914720094,122,10226,19.4658205712,-99.0914720094
68,1827,19.3664229066,-99.1680539168,170,4415,19.3664237761,-99.1680539168
463,11677,19.4343843901,-99.1711711363,16,482,19.4344450424,-99.1711711363
537,13644,19.4765363396,-99.0838724385,46,1259,19.4765333619,-99.0838724385
314,8159,19.3681151885,-99.166399223,82,2201,19.3680756571,-99.166399223
491,12340,19.4783374408,-99.1633145217,606,15535,19.4782498017,-99.1633145217
28,2728,19.3457247609,-98.9813387231,147,3781,19.3457171932,-98.9813387231
54,1426,19.3158177,-99.1663346,361,9194,19.3157655243,-99.1663346
231,5924,19.3915612832,-99.0740054962,624,16029,19.3916192782,-99.0740054962
55,13000,19.4177544,-99.0718482,534,13539,19.4177588282,-99.0718482
415,10475,19.3437672346,-99.1903079798,97,5841,19.3437477,-99.1903079798
53,1409,19.3987953898,-99.0293739569,613,15722,19.3988223919,-99.0293739569
41,4773,19.2952176255,-99.1792433988,225,5760,19.2952178351,-99.1792433988
633,16287,19.5114767,-99.1975763,583,15428,19.5114831135,-99.1975763
100,9879,19.4229117691,-99.1268022723,189,4829,19.4229150391,-99.1268022723
583,14833,19.4887181146,-99.216818739,354,9057,19.4886646422,-99.216818739
91,2385,19.4765492764,-99.1387871008,262,6868,19.4765549435,-99.1387871008
618,15816,19.4531469797,-99.0597443552,310,10804,19.453117085,-99.0597443552
415,10502,19.4011254748,-99.1997644063,334,16163,19.4010553849,-99.1997644063
46,1237,19.4520981926,-99.078527264,218,5577,19.4520940849,-99.078527264
408,10307,19.4776218732,-99.044575672,537,13618,19.4776271937,-99.044575672
149,3837,19.313509949,-98.9635516388,271,7085,19.3135821811,-98.9635516388
299,13227,19.4476005542,-99.0848225734,240,6175,19.4476264956,-99.0848225734
204,5217,19.4566998878,-99.1804038166,91,2400,19.4567590187,-99.1804038166
266,6964,19.3138278203,-99.1732574141,124,3163,19.313762952,-99.1732574141
347,13876,19.3140978242,-98.9292053159,440,11152,19.314107691,-98.9292053159
125,12399,19.4283364451,-99.0471459528,370,11772,19.4283228644,-99.0471459528
275,7169,19.4648962733,-99.0661379377,310,10808,19.4648947628,-99.0661379377
271,7047,19.4319083924,-99.1147402964,131,3343,19.4319368317,-99.1147402964
262,6859,19.4769939484,-99.1214741974,122,3126,19.4770158446,-99.1214741974
377,9536,19.5179042295,-99.0986980671,43,1171,19.5179323893,-99.0986980671
139,14847,19.4883611829,-99.1016454136,58,1551,19.4882999265,-99.1016454136
152,3915,19.3799894936,-99.1402608371,80,9629,19.3800262286,-99.1402608371
189,4829,19.4229150391,-99.1268255991,100,9880,19.4229079738,-99.1268255991
599,15293,19.420966946,-99.1776116654,81,2137,19.4210262107,-99.1776116654
78,13307,19.3838265199,-99.07594111,231,11287,19.3838397376,-99.07594111
78,2067,19.3829131691,-99.0760863831,413,10371,19.3828612868,-99.0760863831
424,10773,19.4815750404,-99.1530402934,262,6871,19.4816216866,-99.1530402934
500,12575,19.3029179148,-99.1459081565,343,8808,19.3028752223,-99.1459081565
216,5475,19.2558607273,-99.0111996754,70,1859,19.2558444051,-99.0111996754
416,10505,19.3988007369,-99.2012032995,242,6191,19.3988402177,-99.2012032995
2,55,19.5364603977,-99.0271862776,282,7307,19.5364015847,-99.0271862776
377,9545,19.5382679477,-99.0596022751,139,3592,19.5382951023,-99.0596022751
174,4507,19.5048377623,-99.1114278928,245,6291,19.5048023864,-99.1114278928
199,5069,19.3537088945,-99.1110108161,273,7141,19.3537369084,-99.1110108161
256,6671,19.4109148714,-99.0799653944,78,2077,19.410942325,-99.0799653944
221,5669,19.2804257079,-99.1347600219,84,2234,19.2804385,-99.1347600219
583,15396,19.4576773797,-99.2146649093,308,7977,19.4576222916,-99.2146649093
562,14352,19.3914684622,-99.0461305386,489,12307,19.3914419556,-99.0461305386
226,5818,19.3428455841,-99.0439989268,490,12326,19.3428524883,-99.0439989268
198,5037,19.2859626705,-99.1921533653,266,6976,19.2859596864,-99.1921533653
72,13967,19.464161702,-99.0808784793,46,15447,19.4642272357,-99.0808784793
577,14704,19.3033558918,-99.1245988334,176,4568,19.3033966022,-99.1245988334
41,15305,19.30089713,-99.1470334906,554,14136,19.3008920442,-99.1470334906
128,3276,19.3220464849,-99.0529472015,194,8326,19.3221173939,-99.0529472015
63,1704,19.5108515746,-99.1927484921,102,16703,19.5108405407,-99.1927484921
345,8856,19.481960046,-99.1835194116,146,3761,19.4819544653,-99.1835194116
70,1871,19.2720303301,-98.9977735903,216,16104,19.2720330085,-98.9977735903
226,5793,19.3648787666,-99.1099781444,543,13822,19.364876269,-99.1099781444
415,10476,19.3438420677,-99.1902872161,409,10326,19.3437729263,-99.1902872161
583,15390,19.4568096504,-99.2150538429,89,8972,19.4568283738,-99.2150538429
165,4284,19.1960640568,-99.0226288606,61,1636,19.1960496756,-99.0226288606
572,14559,19.4683152328,-99.1249545278,18,12873,19.4683110547,-99.1249545278
484,13679,19.4179039516,-99.0737604613,332,8613,19.4179912685,-99.0737604613
61,5971,19.2635611516,-99.1077153751,235,14459,19.2635802248,-99.1077153751
37,6019,19.3589202619,-99.1710153956,585,14891,19.3588867122,-99.1710153956
407,10258,19.4364915024,-99.172317396,414,10471,19.4364998383,-99.172317396
18,506,19.4215466,-99.1743884,407,10248,19.4215839411,-99.1743884
377,9544,19.5367356902,-99.0617601928,139,3591,19.536709811,-99.0617601928
72,13958,19.482095975,-99.0735335011,537,14974,19.4820255554,-99.0735335011
162,4220,19.3040523783,-99.1803283174,148,3801,19.3040804955,-99.1803283174
187,4799,19.3641810353,-99.1889575023,415,10482,19.3641703944,-99.1889575023
194,14581,19.338545838,-99.064247891,582,14786,19.3384662636,-99.064247891
49,1321,19.3173609341,-99.1648252126,404,10186,19.3173617174,-99.1648252126
435,11049,19.3150564375,-99.0716919989,216,5456,19.3150524814,-99.0716919989
59,11816,19.4530030501,-99.1308282113,327,11620,19.452958783,-99.1308282113
435,11039,19.3320887,-99.0650172,88,3260,19.3321525027,-99.0650172
215,15230,19.403306488,-99.1963665304,8,187,19.4033025523,-99.1963665304
69,1856,19.3555699969,-99.0848030633,5,2496,19.3555376859,-99.0848030633
194,12067,19.3442806591,-99.0643374852,51,1366,19.3442993242,-99.0643374852
177,4601,19.3726810457,-99.0706077829,587,14949,19.3726212,-99.0706077829
59,1599,19.4460268071,-99.1372137115,45,13518,19.4460391513,-99.1372137115
430,10902,19.3561503,-99.3005633,8,211,19.3561550159,-99.3005633
5,101,19.3560716403,-99.0933091296,525,13273,19.3560661764,-99.0933091296
629,16235,19.4766861525,-99.1393362241,424,10769,19.4766713543,-99.1393362241
381,9652,19.3594431499,-99.1382717043,170,4422,19.359441301,-99.1382717043
13,386,19.5555003824,-99.0266714745,58,1583,19.5555496277,-99.0266714745
466,11766,19.3464268061,-99.190172711,324,12252,19.346420337,-99.190172711
105,2760,19.2943660134,-99.1566865028,326,8453,19.2944038299,-99.1566865028
500,12602,19.2833495729,-99.2032856219,144,3724,19.2833298516,-99.2032856219
85,5399,19.3250885981,-99.166600016,154,3987,19.3250573306,-99.166600016
144,3713,19.2877444937,-99.1849157755,225,5752,19.2877913859,-99.1849157755
139,3579,19.4982913658,-99.0961384354,462,11630,19.4982915988,-99.0961384354
47,1279,19.3858721717,-99.1013510863,40,7598,19.3858582987,-99.1013510863
635,16322,19.3116120715,-99.1612640027,554,14999,19.311614515,-99.1612640027
9,268,19.318254041,-99.1388135213,647,16644,19.3182388762,-99.1388135213
40,7582,19.3953514,-99.1370317,47,1264,19.3953518497,-99.1370317
180,4658,19.4175950991,-99.0703885457,259,8818,19.4175916269,-99.0703885457
375,9497,19.276446268,-99.1213427325,61,1666,19.2763893017,-99.1213427325
229,5892,19.3353114368,-99.1697729205,15,12825,19.335296428,-99.1697729205
500,12587,19.2978734163,-99.1523038259,144,3693,19.2978625661,-99.1523038259
124,3172,19.3030914026,-99.1856287698,465,11741,19.3030822943,-99.1856287698
376,9519,19.3464163888,-99.1648095708,315,8187,19.3464666346,-99.1648095708
329,9141,19.5115307637,-99.1030487093,535,13554,19.5115873685,-99.1030487093
49,1322,19.3130979433,-99.1691783085,361,9197,19.3130418,-99.1691783085
2,65,19.4710256987,-99.0558011757,537,14980,19.4710001548,-99.0558011757
198,16004,19.2848218638,-99.1948159392,124,3194,19.284825754,-99.1948159392
102,15945,19.4602488753,-99.1886472947,579,14736,19.4601828889,-99.1886472947
231,5922,19.3803143507,-99.076868083,471,11894,19.3803230145,-99.076868083
83,2215,19.3695839015,-99.1220928283,37,939,19.3695843802,-99.1220928283
478,12093,19.4617509008,-99.0603596468,498,12498,19.4617404697,-99.0603596468
414,10416,19.3444523274,-99.1619532731,155,4787,19.3444538293,-99.1619532731
70,1859,19.2558444051,-99.0112029164,101,2683,19.2557624694,-99.0112029164
414,10401,19.2973935087,-99.1367553592,199,5090,19.2974205974,-99.1367553592
226,5802,19.356068069,-99.0933380447,5,101,19.3560716403,-99.0933380447
340,8739,19.5175342808,-99.1916871485,126,3249,19.5175335946,-99.1916871485
143,3667,19.4680664046,-99.1382926148,463,11664,19.4680669832,-99.1382926148
551,14022,19.3424713369,-99.0477075456,226,5816,19.3424776003,-99.0477075456
113,2960,19.3195765347,-99.0802838475,216,16143,19.3195605823,-99.0802838475
484,13670,19.4086504308,-99.0308129965,55,12982,19.408661985,-99.0308129965
113,2956,19.3145975937,-99.0708476338,216,16138,19.3145476601,-99.0708476338
542,13765,19.4215172652,-99.2176951146,295,7720,19.4215457151,-99.2176951146
413,10373,19.3838654538,-99.0758139833,257,6691,19.3839469534,-99.0758139833
215,5419,19.3869219187,-99.2427647833,8,10608,19.3869408021,-99.2427647833
583,15397,19.4576784819,-99.2146644198,308,7977,19.4576222916,-99.2146644198
363,9228,19.5015357925,-99.094111658,462,11631,19.5016043255,-99.094111658
206,5281,19.507976035,-99.173113358,92,2423,19.5079767041,-99.173113358
46,1234,19.4508633297,-99.0792817276,299,11096,19.4508704632,-99.0792817276
579,14739,19.4782600445,-99.187034625,102,15962,19.4782691225,-99.187034625
278,7213,19.3056182,-99.18463,480,12140,19.3056182,-99.18463
572,14566,19.4437811773,-99.1369766328,59,1603,19.4437669672,-99.1369766328
80,12006,19.3042662033,-99.1449075092,402,10132,19.3042987767,-99.1449075092
10,307,19.2644813626,-99.1081148391,165,16537,19.2644974,-99.1081148391
457,11519,19.4130568321,-99.1649164221,236,6074,19.4130615,-99.1649164221
133,3423,19.3702458169,-99.0748216578,587,14946,19.3702914566,-99.0748216578
615,15772,19.4402503328,-99.0958580405,131,12909,19.4403283594,-99.0958580405
499,12557,19.3512133295,-99.2184768386,57,1513,19.351240353,-99.2184768386
583,15428,19.5114831135,-99.1974951887,633,16287,19.5114767,-99.1974951887
15,446,19.3420609856,-99.1404233052,309,7986,19.3420251637,-99.1404233052
414,10407,19.3312089499,-99.1441355515,156,4040,19.3311808626,-99.1441355515
139,14850,19.4989609193,-99.0956822872,504,12700,19.4989634887,-99.0956822872
517,13088,19.3106093444,-99.1239465212,176,4571,19.3106013748,-99.1239465212
136,3510,19.4928247695,-99.2166467324,223,10711,19.4928433151,-99.2166467324
282,7309,19.5363730234,-99.0272255731,2,56,19.5363021032,-99.0272255731
497,12487,19.5017678287,-99.0940430058,200,5100,19.5017695187,-99.0940430058
194,12067,19.3442806591,-99.0643374852,435,11031,19.3443524801,-99.0643374852
89,8944,19.5112134943,-99.1985539422,136,8283,19.5112338917,-99.1985539422
577,16256,19.3074529856,-99.1242305519,235,6055,19.3074219691,-99.1242305519
61,5972,19.2597274321,-99.1051568576,235,14464,19.2597327,-99.1051568576
279,7264,19.4012150207,-99.2044886171,215,5424,19.4012116702,-99.2044886171
284,7397,19.4247975396,-99.1117416719,86,2272,19.424769644,-99.1117416719
257,6691,19.3839469534,-99.0757914777,413,10373,19.3838654538,-99.0757914777
158,15781,19.3390223617,-99.1285046289,431,10916,19.3390186927,-99.1285046289
102,15972,19.4905828423,-99.1862713848,571,14545,19.4906575572,-99.1862713848
534,13539,19.4177588282,-99.0719385499,55,13000,19.4177544,-99.0719385499
454,14423,19.3168670048,-99.1383387256,151,3893,19.3168519982,-99.1383387256
435,11043,19.3169004894,-99.0738282885,216,5452,19.3168695839,-99.0738282885
361,9197,19.3130418,-99.1692525,49,1322,19.3130979433,-99.1692525
500,12604,19.283001515,-99.2043957257,325,8435,19.2830200579,-99.2043957257
215,5419,19.3869219187,-99.2427647833,29,6123,19.3869009793,-99.2427647833
305,16582,19.4265833,-99.1111973,284,7396,19.4265833,-99.1111973
100,9880,19.4229079738,-99.1267751988,189,4829,19.4229150391,-99.1267751988
611,15665,19.3848794437,-99.0756702946,366,9289,19.3848626323,-99.0756702946
451,11425,19.3463584465,-99.0642270409,314,8128,19.3463264652,-99.0642270409
356,9108,19.3535945202,-98.9745878995,440,11157,19.3536088164,-98.9745878995
383,9714,19.4209708904,-99.0652885813,484,13678,19.4209709112,-99.0652885813
110,2900,19.382911316,-99.0607534927,613,15710,19.3828349359,-99.0607534927
414,10471,19.4364998383,-99.1723213853,407,10258,19.4364915024,-99.1723213853
579,14738,19.4782421868,-99.1870376713,102,15960,19.4782096488,-99.1870376713
149,3810,19.4266006449,-99.1094795868,527,13357,19.426577096,-99.1094795868
583,15401,19.4582930945,-99.2143997871,66,1790,19.4583466,-99.2143997871
244,6267,19.6259083445,-99.078489238,504,12732,19.6259443863,-99.078489238
69,1838,19.3247847394,-99.0832048638,191,4886,19.3247770185,-99.0832048638
383,9716,19.4178653689,-99.0743199839,211,7703,19.4177872804,-99.0743199839
354,9055,19.493417266,-99.2151394093,241,6184,19.4934558453,-99.2151394093
259,8822,19.4159800941,-99.0570108985,211,5359,19.4159683725,-99.0570108985
219,12048,19.4209489484,-99.1761321161,153,3939,19.4209472,-99.1761321161
5,2503,19.3561092259,-99.1010508833,561,14317,19.3561081163,-99.1010508833
381,9661,19.354071782,-99.0817896747,549,13984,19.3541069859,-99.0817896747
621,15932,19.3219815484,-99.1390980202,36,4693,19.3219696944,-99.1390980202
257,6694,19.397754755,-99.0725705795,471,11899,19.3977850641,-99.0725705795
14,431,19.3612563605,-99.093985073,449,11334,19.3612535472,-99.093985073
136,3512,19.5035470859,-99.201557605,89,2349,19.5036233768,-99.201557605
445,11224,19.3056209333,-99.1846250133,480,12140,19.3056182,-99.1846250133
416,10516,19.390589801,-99.2020553372,1,5,19.3906561806,-99.2020553372
324,8401,19.4161479343,-99.1792109741,187,4813,19.4161263839,-99.1792109741
473,13468,19.3372708493,-99.1842831954,285,7431,19.337281308,-99.1842831954
51,15856,19.3943042038,-99.0590397138,133,3410,19.3943576101,-99.0590397138
256,6651,19.3583203373,-98.9908698745,440,11168,19.3582730001,-98.9908698745
172,4468,19.4398279,-99.1409499,496,12474,19.4398279,-99.1409499
88,3260,19.3321525027,-99.0649783733,435,11039,19.3320887,-99.0649783733
222,5705,19.3205382633,-99.240943515,20,578,19.3205371391,-99.240943515
22,649,19.3049897308,-99.0617323313,194,4949,19.3049856146,-99.0617323313
36,4693,19.3219696944,-99.1390956777,621,15932,19.3219815484,-99.1390956777
558,14226,19.3603333982,-99.1433283898,10,292,19.3602804746,-99.1433283898
624,16031,19.3916192782,-99.073992144,231,5924,19.3915612832,-99.073992144
88,3257,19.3455794936,-99.0654691502,582,14779,19.3455802884,-99.0654691502
288,7576,19.3064774889,-99.3875039212,279,7233,19.3064801594,-99.3875039212
434,11010,19.3566257919,-99.1527212511,160,4166,19.3565724384,-99.1527212511
284,7396,19.4265833,-99.1111973,305,16582,19.4265833,-99.1111973
46,1234,19.4508633297,-99.0792817276,421,10681,19.4508696846,-99.0792817276
18,12873,19.4683110547,-99.1248777159,572,14559,19.4683152328,-99.1248777159
372,9433,19.4088871187,-99.1134323915,129,3284,19.4089198893,-99.1134323915
45,13519,19.4410026986,-99.142876394,496,12471,19.4410292111,-99.142876394
198,5049,19.2924264147,-99.1782383334,225,5755,19.292342196,-99.1782383334
445,11224,19.3056209333,-99.1846250133,278,7212,19.3056182,-99.1846250133
67,1814,19.4944749453,-99.1471503907,146,3743,19.4944837,-99.1471503907
370,9400,19.430356075,-99.0521326972,55,1438,19.4303684481,-99.0521326972
352,9014,19.4872370007,-99.0512160514,248,6413,19.4872507217,-99.0512160514
215,15251,19.3645634589,-99.2873179529,73,1978,19.3646338912,-99.2873179529
527,13354,19.4347813233,-99.1076490528,352,9020,19.4347537168,-99.1076490528
189,4823,19.4245207641,-99.1415716668,305,7907,19.4245279056,-99.1415716668
